X,Y,Distancia,LabelLinea,Linea,Nodo,Nombre,Package,Ruta,Sublinea,ObjectId
-667838.649887848,4492088.05717188,2748,05,5,183,República Argentina (Plaza de Cuba) [M],618,511,510,450
-667838.649887848,4492088.05717188,1770,40,40,183,República Argentina (Plaza de Cuba) [M],618,4012,4010,451
-666984.731499104,4492173.02649978,3938,05,5,184,Palos de La Frontera(Teatro Lope de Vega),618,511,510,452
-666984.731499104,4492173.02649978,2120,21,21,184,Palos de La Frontera(Teatro Lope de Vega),618,2111,2110,453
-666984.731499104,4492173.02649978,2067,C4,84,184,Palos de La Frontera(Teatro Lope de Vega),618,8411,8410,454
-666984.731499104,4492173.02649978,7282,A2,102,184,Palos de La Frontera(Teatro Lope de Vega),618,10212,10210,455
-666984.731499104,4492173.02649978,7282,A2,102,184,Palos de La Frontera(Teatro Lope de Vega),618,10214,10211,456
-666458.589955755,4492307.16185936,7712,C1,81,185,Av. Carlos V (Juzgados) [C][M],618,8111,8110,457
-666458.589955755,4492307.16185936,0,C1,81,185,Av. Carlos V (Juzgados) [C][M],618,8112,8110,458
-666458.589955755,4492307.16185936,0,A1,101,185,Av. Carlos V (Juzgados) [C][M],618,10111,10110,459
-666458.589955755,4492307.16185936,11226,A1,101,185,Av. Carlos V (Juzgados) [C][M],618,10112,10110,460
-663041.058578663,4494719.75319103,8123,21,21,186,Antioquia (Gabriel Blanco),618,2111,2110,461
-665070.833249354,4492034.6177018,1941,22,22,187,Av. San Fco. Javier (Espinosa y Carcel),618,2211,2210,462
-665070.833249354,4492034.6177018,1979,29,29,187,Av. San Fco. Javier (Espinosa y Carcel),618,2911,2910,463
-665070.833249354,4492034.6177018,656,52,52,187,Av. San Fco. Javier (Espinosa y Carcel),618,5211,5210,464
-665070.833249354,4492034.6177018,1361,C2,82,187,Av. San Fco. Javier (Espinosa y Carcel),618,8212,8210,465
-665070.833249354,4492034.6177018,994,B4,119,187,Av. San Fco. Javier (Espinosa y Carcel),618,11911,11910,466
-665070.833249354,4492034.6177018,8144,LS,127,187,Av. San Fco. Javier (Espinosa y Carcel),618,12712,12710,467
-665013.027742848,4492256.92770471,2123,22,22,188,Av. San Fco. Javier (Edif. Sevilla 2,618,2211,2210,468
-665013.027742848,4492256.92770471,2140,28,28,188,Av. San Fco. Javier (Edif. Sevilla 2,618,2811,2810,469
-665013.027742848,4492256.92770471,838,52,52,188,Av. San Fco. Javier (Edif. Sevilla 2,618,5211,5210,470
-665013.027742848,4492256.92770471,1543,C2,82,188,Av. San Fco. Javier (Edif. Sevilla 2,618,8212,8210,471
-665013.027742848,4492256.92770471,1176,B4,119,188,Av. San Fco. Javier (Edif. Sevilla 2,618,11911,11910,472
-664835.099321919,4492567.95583535,6230,05,5,189,Eduardo Dato (Estadio Sánchez Pizjuán) [M],618,511,510,473
-664835.099321919,4492567.95583535,2493,22,22,189,Eduardo Dato (Estadio Sánchez Pizjuán) [M],618,2211,2210,474
-664835.099321919,4492567.95583535,2324,32,32,189,Eduardo Dato (Estadio Sánchez Pizjuán) [M],618,3221,3220,475
-664835.099321919,4492567.95583535,1208,52,52,189,Eduardo Dato (Estadio Sánchez Pizjuán) [M],618,5211,5210,476
-664835.099321919,4492567.95583535,1931,LE,71,189,Eduardo Dato (Estadio Sánchez Pizjuán) [M],618,7111,7110,477
-664835.099321919,4492567.95583535,2019,A4,104,189,Eduardo Dato (Estadio Sánchez Pizjuán) [M],618,10411,10410,478
-664835.099321919,4492567.95583535,2283,A4,104,189,Eduardo Dato (Estadio Sánchez Pizjuán) [M],618,10413,10411,479
-664835.099321919,4492567.95583535,1546,B4,119,189,Eduardo Dato (Estadio Sánchez Pizjuán) [M],618,11911,11910,480
-664433.645682673,4492471.76058529,6558,05,5,190,Eduardo Dato (San Juan de Dios),618,511,510,481
-664433.645682673,4492471.76058529,2821,22,22,190,Eduardo Dato (San Juan de Dios),618,2211,2210,482
-664433.645682673,4492471.76058529,2652,32,32,190,Eduardo Dato (San Juan de Dios),618,3221,3220,483
-664433.645682673,4492471.76058529,1536,52,52,190,Eduardo Dato (San Juan de Dios),618,5211,5210,484
-664433.645682673,4492471.76058529,2347,A4,104,190,Eduardo Dato (San Juan de Dios),618,10411,10410,485
-664433.645682673,4492471.76058529,2611,A4,104,190,Eduardo Dato (San Juan de Dios),618,10413,10411,486
-664433.645682673,4492471.76058529,1874,B4,119,190,Eduardo Dato (San Juan de Dios),618,11911,11910,487
-664491.07961585,4492514.51391012,3163,05,5,191,Eduardo Dato (San Juan de Dios),618,512,510,488
-664491.07961585,4492514.51391012,8000,22,22,191,Eduardo Dato (San Juan de Dios),618,2212,2210,489
-664491.07961585,4492514.51391012,3369,32,32,191,Eduardo Dato (San Juan de Dios),618,3222,3220,490
-664491.07961585,4492514.51391012,5876,52,52,191,Eduardo Dato (San Juan de Dios),618,5212,5210,491
-664491.07961585,4492514.51391012,299,B3,87,191,Eduardo Dato (San Juan de Dios),618,8711,8710,492
-664491.07961585,4492514.51391012,9361,A4,104,191,Eduardo Dato (San Juan de Dios),618,10412,10410,493
-664491.07961585,4492514.51391012,9361,A4,104,191,Eduardo Dato (San Juan de Dios),618,10414,10411,494
-664491.07961585,4492514.51391012,10966,B4,119,191,Eduardo Dato (San Juan de Dios),618,11912,11910,495
-664771.614128014,4492572.23118934,3391,05,5,192,Eduardo Dato (Estadio Sánchez Pizjuan) [M],618,512,510,496
-664771.614128014,4492572.23118934,8228,22,22,192,Eduardo Dato (Estadio Sánchez Pizjuan) [M],618,2212,2210,497
-664771.614128014,4492572.23118934,6810,29,29,192,Eduardo Dato (Estadio Sánchez Pizjuan) [M],618,2912,2910,498
-664771.614128014,4492572.23118934,6104,52,52,192,Eduardo Dato (Estadio Sánchez Pizjuan) [M],618,5212,5210,499
-664771.614128014,4492572.23118934,7261,LE,71,192,Eduardo Dato (Estadio Sánchez Pizjuan) [M],618,7112,7110,500
-664771.614128014,4492572.23118934,9589,A4,104,192,Eduardo Dato (Estadio Sánchez Pizjuan) [M],618,10412,10410,501
-664771.614128014,4492572.23118934,9589,A4,104,192,Eduardo Dato (Estadio Sánchez Pizjuan) [M],618,10414,10411,502
-664771.614128014,4492572.23118934,11194,B4,119,192,Eduardo Dato (Estadio Sánchez Pizjuan) [M],618,11912,11910,503
-665053.953396291,4492259.06532521,8678,22,22,193,Av. San Fco. Javier (Camilo José Cela),618,2212,2210,504
-665053.953396291,4492259.06532521,6918,28,28,193,Av. San Fco. Javier (Camilo José Cela),618,2812,2810,505
-665053.953396291,4492259.06532521,6554,52,52,193,Av. San Fco. Javier (Camilo José Cela),618,5212,5210,506
-665053.953396291,4492259.06532521,6233,C1,81,193,Av. San Fco. Javier (Camilo José Cela),618,8111,8110,507
-665053.953396291,4492259.06532521,5132,A7,107,193,Av. San Fco. Javier (Camilo José Cela),618,10712,10710,508
-665053.953396291,4492259.06532521,5132,A7,107,193,Av. San Fco. Javier (Camilo José Cela),618,10714,10711,509
-665053.953396291,4492259.06532521,11644,B4,119,193,Av. San Fco. Javier (Camilo José Cela),618,11912,11910,510
-665119.24335744,4492020.72348718,8874,22,22,194,Av. San Fco. Javier (Av. Ramón y Cajal),618,2212,2210,511
-665119.24335744,4492020.72348718,7456,29,29,194,Av. San Fco. Javier (Av. Ramón y Cajal),618,2912,2910,512
-665119.24335744,4492020.72348718,6750,52,52,194,Av. San Fco. Javier (Av. Ramón y Cajal),618,5212,5210,513
-665119.24335744,4492020.72348718,6429,C1,81,194,Av. San Fco. Javier (Av. Ramón y Cajal),618,8111,8110,514
-665119.24335744,4492020.72348718,5328,A7,107,194,Av. San Fco. Javier (Av. Ramón y Cajal),618,10712,10710,515
-665119.24335744,4492020.72348718,5328,A7,107,194,Av. San Fco. Javier (Av. Ramón y Cajal),618,10714,10711,516
-665119.24335744,4492020.72348718,11840,B4,119,194,Av. San Fco. Javier (Av. Ramón y Cajal),618,11912,11910,517
-665119.24335744,4492020.72348718,1205,LS,127,194,Av. San Fco. Javier (Av. Ramón y Cajal),618,12711,12710,518
-665365.221961953,4491919.72375526,9202,22,22,195,Ramón y Cajal (Facultad Empresariales),618,2212,2210,519
-665365.221961953,4491919.72375526,3749,25,25,195,Ramón y Cajal (Facultad Empresariales),618,2512,2510,520
-665365.221961953,4491919.72375526,2968,26,26,195,Ramón y Cajal (Facultad Empresariales),618,2612,2610,521
-665365.221961953,4491919.72375526,5019,38,38,195,Ramón y Cajal (Facultad Empresariales),618,3812,3810,522
-665365.221961953,4491919.72375526,7078,52,52,195,Ramón y Cajal (Facultad Empresariales),618,5212,5210,523
-665365.221961953,4491919.72375526,12168,B4,119,195,Ramón y Cajal (Facultad Empresariales),618,11912,11910,524
-665365.221961953,4491919.72375526,6925,38A,125,195,Ramón y Cajal (Facultad Empresariales),618,12512,12510,525
-667187.767363264,4492344.03602219,5905,05,5,196,Palos de La Frontera (Puerta Jerez) [M],618,512,510,526
-667187.767363264,4492344.03602219,831,A2,102,196,Palos de La Frontera (Puerta Jerez) [M],618,10211,10210,527
-667187.767363264,4492344.03602219,1204,A2,102,196,Palos de La Frontera (Puerta Jerez) [M],618,10213,10211,528
-667187.767363264,4492344.03602219,518,C5,121,196,Palos de La Frontera (Puerta Jerez) [M],618,12111,12110,529
-667859.563903598,4492090.19475801,6676,05,5,197,República Argentina (Pagés del Corro) [M],618,512,510,530
-667859.563903598,4492090.19475801,2243,40,40,197,República Argentina (Pagés del Corro) [M],618,4011,4010,531
-667859.563903598,4492090.19475801,1508,C3,83,197,República Argentina (Pagés del Corro) [M],618,8312,8310,532
-668083.460706375,4491966.21556496,6879,05,5,198,Rep. Argentina (Virgen de Villadiego),618,512,510,533
-668083.460706375,4491966.21556496,2446,40,40,198,Rep. Argentina (Virgen de Villadiego),618,4011,4010,534
-668083.460706375,4491966.21556496,1711,C3,83,198,Rep. Argentina (Virgen de Villadiego),618,8312,8310,535
-668404.814706583,4491745.51486434,7188,05,5,199,República Argentina (Virgen de Fátima) [M],618,512,510,536
-668404.814706583,4491745.51486434,2020,C3,83,199,República Argentina (Virgen de Fátima) [M],618,8312,8310,537
-668641.981816802,4491816.58746333,7450,05,5,200,López de Gomara (Instituto Bécquer),618,512,510,538
-668641.981816802,4491816.58746333,4537,06,6,200,López de Gomara (Instituto Bécquer),618,612,610,539
-668641.981816802,4491816.58746333,2447,C1,81,200,López de Gomara (Instituto Bécquer),618,8112,8110,540
-668641.981816802,4491816.58746333,2282,C3,83,200,López de Gomara (Instituto Bécquer),618,8312,8310,541
-668641.981816802,4491816.58746333,2562,A7,107,200,López de Gomara (Instituto Bécquer),618,10711,10710,542
-668641.981816802,4491816.58746333,2633,A7,107,200,López de Gomara (Instituto Bécquer),618,10713,10711,543
-669078.628344957,4491870.56020984,3537,40,40,201,Juan Díaz de Solís,618,4011,4010,544
-669078.628344957,4491870.56020984,3531,43,43,201,Juan Díaz de Solís,618,4311,4310,545
-668176.936818252,4491452.14506765,7040,06,6,202,Virgen de Luján (Virgen del Águila),618,611,610,546
-668176.936818252,4491452.14506765,2608,41,41,202,Virgen de Luján (Virgen del Águila),618,4112,4110,547
-668176.936818252,4491452.14506765,4582,C2,82,202,Virgen de Luján (Virgen del Águila),618,8211,8210,548
-667832.704781387,4491456.95434598,7315,06,6,203,Virgen de Luján (Juan Ramón Jiménez),618,611,610,549
-667832.704781387,4491456.95434598,2883,41,41,203,Virgen de Luján (Juan Ramón Jiménez),618,4112,4110,550
-667832.704781387,4491456.95434598,4857,C2,82,203,Virgen de Luján (Juan Ramón Jiménez),618,8211,8210,551
-666186.920015018,4493668.3852893,3233,C5,121,204,Guadalupe (Recaredo),618,12112,12110,552
-666923.794207968,4491406.18988038,10825,03,3,205,Paseo Las delicias (Pab. de Guatemala),618,312,310,553
-666923.794207968,4491406.18988038,8124,06,6,205,Paseo Las delicias (Pab. de Guatemala),618,611,610,554
-666923.794207968,4491406.18988038,1021,34,34,205,Paseo Las delicias (Pab. de Guatemala),618,3411,3410,555
-666923.794207968,4491406.18988038,2026,CJ,128,205,Paseo Las delicias (Pab. de Guatemala),618,12811,12810,556
-666923.794207968,4491406.18988038,2026,CJ1,135,205,Paseo Las delicias (Pab. de Guatemala),618,13511,13510,557
-666623.460377776,4490794.36386637,8665,06,6,206,Paseo Las delicias (Glorieta Méjico),618,611,610,558
-666623.460377776,4490794.36386637,1562,34,34,206,Paseo Las delicias (Glorieta Méjico),618,3411,3410,559
-666510.450355799,4490156.92715193,9287,06,6,207,Sor Gregoria Santa Teresa,618,611,610,560
-666510.450355799,4490156.92715193,2184,34,34,207,Sor Gregoria Santa Teresa,618,3411,3410,561
-666490.863368568,4490038.84798,1457,06,6,208,Sor Gregoria Santa Teresa,618,612,610,562
-666490.863368568,4490038.84798,4698,34,34,208,Sor Gregoria Santa Teresa,618,3412,3410,563
-666490.863368568,4490038.84798,7996,A6,106,208,Sor Gregoria Santa Teresa,618,10612,10610,564
-666490.863368568,4490038.84798,7996,A6,106,208,Sor Gregoria Santa Teresa,618,10614,10611,565
-666608.491468488,4490825.8894102,2196,06,6,209,Paseo Las delicias (Glorieta Méjico),618,612,610,566
-666608.491468488,4490825.8894102,5437,34,34,209,Paseo Las delicias (Glorieta Méjico),618,3412,3410,567
-666608.491468488,4490825.8894102,8735,A6,106,209,Paseo Las delicias (Glorieta Méjico),618,10612,10610,568
-666608.491468488,4490825.8894102,8735,A6,106,209,Paseo Las delicias (Glorieta Méjico),618,10614,10611,569
-666876.021058876,4491382.6780015,8533,03,3,210,Paseo Las delicias (Glta. Marineros),618,311,310,570
-666876.021058876,4491382.6780015,2686,06,6,210,Paseo Las delicias (Glta. Marineros),618,612,610,571
-666876.021058876,4491382.6780015,5927,34,34,210,Paseo Las delicias (Glta. Marineros),618,3412,3410,572
-666876.021058876,4491382.6780015,9225,A6,106,210,Paseo Las delicias (Glta. Marineros),618,10612,10610,573
-666876.021058876,4491382.6780015,9225,A6,106,210,Paseo Las delicias (Glta. Marineros),618,10614,10611,574
-666876.021058876,4491382.6780015,5753,CJ,128,210,Paseo Las delicias (Glta. Marineros),618,12812,12810,575
-666876.021058876,4491382.6780015,5208,CJ1,135,210,Paseo Las delicias (Glta. Marineros),618,13512,13510,576
-667409.010086742,4491482.60383959,3313,06,6,211,Virgen de Luján (Sebastián Elcano),618,612,610,577
-667409.010086742,4491482.60383959,1223,C1,81,211,Virgen de Luján (Sebastián Elcano),618,8112,8110,578
-667409.010086742,4491482.60383959,1338,A7,107,211,Virgen de Luján (Sebastián Elcano),618,10711,10710,579
-667409.010086742,4491482.60383959,1409,A7,107,211,Virgen de Luján (Sebastián Elcano),618,10713,10711,580
-664342.876716096,4493327.9292865,1894,21,21,212,Manuel Ramón Alarcón (Luis Montoto),618,2112,2110,581
-667880.212522549,4491473.51964086,3691,06,6,213,Virgen de Luján (Juan Ramón Jiménez),618,612,610,582
-667880.212522549,4491473.51964086,3057,41,41,213,Virgen de Luján (Juan Ramón Jiménez),618,4111,4110,583
-667880.212522549,4491473.51964086,1601,C1,81,213,Virgen de Luján (Juan Ramón Jiménez),618,8112,8110,584
-667880.212522549,4491473.51964086,1716,A7,107,213,Virgen de Luján (Juan Ramón Jiménez),618,10711,10710,585
-667880.212522549,4491473.51964086,1787,A7,107,213,Virgen de Luján (Juan Ramón Jiménez),618,10713,10711,586
-668187.659234057,4491462.29797715,3936,06,6,214,Virgen de Luján (Virgen de África),618,612,610,587
-668187.659234057,4491462.29797715,3302,41,41,214,Virgen de Luján (Virgen de África),618,4111,4110,588
-668187.659234057,4491462.29797715,1846,C1,81,214,Virgen de Luján (Virgen de África),618,8112,8110,589
-668187.659234057,4491462.29797715,1961,A7,107,214,Virgen de Luján (Virgen de África),618,10711,10710,590
-668187.659234057,4491462.29797715,2032,A7,107,214,Virgen de Luján (Virgen de África),618,10713,10711,591
-661813.288808408,4499088.30656934,2976,C6B,109,215,Ctra. Pino Montano (Finca Encarnación),618,10911,10910,592
-661113.412271613,4495519.44052411,6029,27,27,216,Alcalde Luis Uruñuela (Puerta Este),618,2723,2720,593
-661113.412271613,4495519.44052411,6105,A3,103,216,Alcalde Luis Uruñuela (Puerta Este),618,10311,10310,594
-661113.412271613,4495519.44052411,6438,A3,103,216,Alcalde Luis Uruñuela (Puerta Este),618,10313,10311,595
-661113.412271613,4495519.44052411,6223,B4,119,216,Alcalde Luis Uruñuela (Puerta Este),618,11911,11910,596
-666501.001891379,4496364.09622552,1615,14,14,217,Avda. Sánchez Pizjuán (Macarena Cinco),618,1412,1410,597
-665791.570724765,4496556.02430221,202,01,1,218,Trabaj. Inmigrantes (Diego Puerta),618,111,110,598
-665945.984138911,4496261.98549873,314,14,14,219,Los Romeros (Avenida San Lazaro),618,1412,1410,599
-666031.126495222,4496309.03114548,7358,01,1,220,"San Lazaro, Av (Dr. Jaime Marcos)",618,112,110,600
-666031.126495222,4496309.03114548,3258,10,10,220,"San Lazaro, Av (Dr. Jaime Marcos)",618,1011,1010,601
-666031.126495222,4496309.03114548,416,14,14,220,"San Lazaro, Av (Dr. Jaime Marcos)",618,1412,1410,602
-666031.126495222,4496309.03114548,6165,A2,102,220,"San Lazaro, Av (Dr. Jaime Marcos)",618,10211,10210,603
-666031.126495222,4496309.03114548,6538,A2,102,220,"San Lazaro, Av (Dr. Jaime Marcos)",618,10213,10211,604
-666368.139474241,4496601.4673879,1399,14,14,221,Avda. Sánchez Pizjuán (Las Golondrinas),618,1412,1410,605
-657888.141243479,4496094.11975754,11502,22,22,222,Avenida Emilio Lemos (Centro Comercial),618,2211,2210,606
-665181.720019022,4487428.08776944,15116,03,3,223,Jerez Av.(Glorieta Letonia),618,312,310,607
-665181.720019022,4487428.08776944,5067,A6,106,223,Jerez Av.(Glorieta Letonia),618,10611,10610,608
-665181.720019022,4487428.08776944,5236,A6,106,223,Jerez Av.(Glorieta Letonia),618,10613,10611,609
-665181.720019022,4487428.08776944,5741,LS,127,223,Jerez Av.(Glorieta Letonia),618,12711,12710,610
-669331.879084449,4492572.23118934,2507,43,43,224,San Vicente de Paúl (Ciudad Real),618,4311,4310,611
-663018.976765795,4490565.67298879,3717,38,38,226,Hytasa (Plg. Ind. Su Eminencia),618,3811,3810,612
-663018.976765795,4490565.67298879,3717,38A,125,226,Hytasa (Plg. Ind. Su Eminencia),618,12511,12510,613
-664553.343946636,4495889.36997232,4492,LN,72,227,Alc. Manuel del Valle (Centro Salud),618,7212,7210,614
-666778.086122718,4496650.65308451,5961,03,3,228,Concej. Jiménez Becerril (Gta. Olimpica),618,312,310,615
-669077.142073908,4492354.72421765,2893,43,43,229,Avenida Coria (San Martín de Porres),618,4311,4310,616
-668768.315245617,4492480.84564718,732,40,40,230,San Jacinto (Peñaflor),618,4012,4010,617
-668768.315245617,4492480.84564718,2950,C3,83,230,San Jacinto (Peñaflor),618,8312,8310,618
-668570.481352393,4492642.24054591,3154,C3,83,231,San Jacinto (Pagés del Corro),618,8312,8310,619
-666511.777384317,4498085.15884324,14756,03,3,232,José Galán Merino (Alcalá del Rio),618,311,310,620
-667202.736272552,4494565.80966589,607,13,13,234,Amor de Dios (Plaza Europa),618,1311,1310,621
-667202.736272552,4494565.80966589,582,14,14,234,Amor de Dios (Plaza Europa),618,1411,1410,622
-667202.736272552,4494565.80966589,582,A7,107,234,Amor de Dios (Plaza Europa),618,10712,10710,623
-667202.736272552,4494565.80966589,582,A7,107,234,Amor de Dios (Plaza Europa),618,10714,10711,624
-667202.736272552,4494565.80966589,720,C5,121,234,Amor de Dios (Plaza Europa),618,12112,12110,625
-666979.635704697,4494764.65379751,853,13,13,235,Feria (Cruz Verde),618,1311,1310,626
-666979.635704697,4494764.65379751,828,14,14,235,Feria (Cruz Verde),618,1411,1410,627
-666979.635704697,4494764.65379751,828,A7,107,235,Feria (Cruz Verde),618,10712,10710,628
-666979.635704697,4494764.65379751,828,A7,107,235,Feria (Cruz Verde),618,10714,10711,629
-666979.635704697,4494764.65379751,966,C5,121,235,Feria (Cruz Verde),618,12112,12110,630
-666999.063449397,4495013.74880912,1051,13,13,236,Feria (Relator),618,1311,1310,631
-666999.063449397,4495013.74880912,1026,14,14,236,Feria (Relator),618,1411,1410,632
-666999.063449397,4495013.74880912,1026,A7,107,236,Feria (Relator),618,10712,10710,633
-666999.063449397,4495013.74880912,1026,A7,107,236,Feria (Relator),618,10714,10711,634
-666999.063449397,4495013.74880912,1164,C5,121,236,Feria (Relator),618,12112,12110,635
-667005.645525985,4495428.02932075,1380,13,13,237,Feria (Resolana),618,1311,1310,636
-667005.645525985,4495428.02932075,1355,14,14,237,Feria (Resolana),618,1411,1410,637
-667005.645525985,4495428.02932075,1355,A7,107,237,Feria (Resolana),618,10712,10710,638
-667005.645525985,4495428.02932075,1355,A7,107,237,Feria (Resolana),618,10714,10711,639
-665777.238785604,4499264.77637435,2625,03,3,240,Medina y Galnares (Ambulatorio),618,312,310,640
-665777.238785604,4499264.77637435,6123,10,10,240,Medina y Galnares (Ambulatorio),618,1011,1010,641
-665777.238785604,4499264.77637435,9030,A2,102,240,Medina y Galnares (Ambulatorio),618,10211,10210,642
-665777.238785604,4499264.77637435,9403,A2,102,240,Medina y Galnares (Ambulatorio),618,10213,10211,643
-665882.711264671,4498806.49580048,2997,03,3,241,Medina y Galnares (Carpa),618,312,310,644
-665882.711264671,4498806.49580048,6495,10,10,241,Medina y Galnares (Carpa),618,1011,1010,645
-665882.711264671,4498806.49580048,9402,A2,102,241,Medina y Galnares (Carpa),618,10211,10210,646
-665882.711264671,4498806.49580048,9775,A2,102,241,Medina y Galnares (Carpa),618,10213,10211,647
-665949.912147331,4498518.27589694,6732,10,10,242,Medina y Galnares (Cataluña),618,1011,1010,648
-665949.912147331,4498518.27589694,0,10,10,242,Medina y Galnares (Cataluña),618,1012,1010,649
-665949.912147331,4498518.27589694,9639,A2,102,242,Medina y Galnares (Cataluña),618,10211,10210,650
-665949.912147331,4498518.27589694,0,A2,102,242,Medina y Galnares (Cataluña),618,10212,10210,651
-665949.912147331,4498518.27589694,10012,A2,102,242,Medina y Galnares (Cataluña),618,10213,10211,652
-665949.912147331,4498518.27589694,0,A2,102,242,Medina y Galnares (Cataluña),618,10214,10211,653
-666088.98507886,4497129.6909734,1154,10,10,243,Doctor Fedriani (Cementerio),618,1012,1010,654
-666088.98507886,4497129.6909734,1154,A2,102,243,Doctor Fedriani (Cementerio),618,10212,10210,655
-666088.98507886,4497129.6909734,1154,A2,102,243,Doctor Fedriani (Cementerio),618,10214,10211,656
-669242.065573061,4490580.63391908,7092,41,41,245,Maestranza Aerea Av.(Barberan y Collar),618,4111,4110,657
-669242.065573061,4490580.63391908,0,41,41,245,Maestranza Aerea Av.(Barberan y Collar),618,4112,4110,658
-666477.115322399,4495366.55441596,4469,10,10,246,Muñoz León (Puerta de Córdoba),618,1012,1010,659
-666512.89209317,4494082.61274533,0,27,27,247,Ponce de León,618,2723,2720,660
-666512.89209317,4494082.61274533,9583,27,27,247,Ponce de León,618,2724,2720,661
-666512.89209317,4494082.61274533,0,32,32,247,Ponce de León,618,3221,3220,662
-666512.89209317,4494082.61274533,6058,32,32,247,Ponce de León,618,3222,3220,663
-666721.819975527,4495513.56024371,5356,02,2,249,Don Fadrique (Macarena) [C],618,211,210,664
-666721.819975527,4495513.56024371,1934,10,10,249,Don Fadrique (Macarena) [C],618,1011,1010,665
-666721.819975527,4495513.56024371,1702,13,13,249,Don Fadrique (Macarena) [C],618,1311,1310,666
-666721.819975527,4495513.56024371,1700,14,14,249,Don Fadrique (Macarena) [C],618,1411,1410,667
-666721.819975527,4495513.56024371,4841,A2,102,249,Don Fadrique (Macarena) [C],618,10211,10210,668
-666721.819975527,4495513.56024371,5214,A2,102,249,Don Fadrique (Macarena) [C],618,10213,10211,669
-658915.900779938,4491804.83106513,1499,39,39,250,Avda. Parsi (Las Melias),618,3912,3910,670
-658915.900779938,4491804.83106513,1499,39,39,250,Avda. Parsi (Las Melias),618,3914,3911,671
-665959.838350478,4496738.33248641,0,01,1,252,Trabaj. Inmigrantes(Diego de Almagro),618,111,110,672
-665959.838350478,4496738.33248641,7867,01,1,252,Trabaj. Inmigrantes(Diego de Almagro),618,112,110,673
-665668.581422509,4496195.69424619,506,01,1,253,Trabaj. Inmigrantes (Los Romeros),618,111,110,674
-669358.47279873,4493248.82962599,1852,43,43,254,Niculoso Pisano (Ronda de Tejares),618,4311,4310,675
-669457.522443741,4492995.50094077,2091,43,43,255,Ronda de Los Tejares (Turruñuelo),618,4311,4310,676
-668004.953503785,4493638.45465468,329,43,43,256,Canalejas (Gravina),618,4311,4310,677
-668004.953503785,4493638.45465468,2686,C5,121,256,Canalejas (Gravina),618,12111,12110,678
-665769.117349701,4495740.22053943,1832,11,11,257,C. Jorge de Montemayor,618,1112,1110,679
-663669.275397386,4498025.27247304,4447,12,12,258,Esparteros (Charolistas),618,1211,1210,680
-663669.275397386,4498025.27247304,2282,13,13,258,Esparteros (Charolistas),618,1312,1310,681
-663669.275397386,4498025.27247304,5669,A1,101,258,Esparteros (Charolistas),618,10111,10110,682
-663669.275397386,4498025.27247304,6074,A1,101,258,Esparteros (Charolistas),618,10113,10111,683
-664160.754878817,4498161.62143139,4898,12,12,259,Sembradores (Parque Bomberos),618,1211,1210,684
-664160.754878817,4498161.62143139,0,12,12,259,Sembradores (Parque Bomberos),618,1212,1210,685
-664160.754878817,4498161.62143139,2733,13,13,259,Sembradores (Parque Bomberos),618,1312,1310,686
-664160.754878817,4498161.62143139,6120,A1,101,259,Sembradores (Parque Bomberos),618,10111,10110,687
-664160.754878817,4498161.62143139,0,A1,101,259,Sembradores (Parque Bomberos),618,10112,10110,688
-664160.754878817,4498161.62143139,6525,A1,101,259,Sembradores (Parque Bomberos),618,10113,10111,689
-664160.754878817,4498161.62143139,0,A1,101,259,Sembradores (Parque Bomberos),618,10114,10111,690
-664355.987781006,4497948.81087818,19030,03,3,260,Agricultores (Camino de Los Toros),618,311,310,691
-664355.987781006,4497948.81087818,3017,13,13,260,Agricultores (Camino de Los Toros),618,1312,1310,692
-664355.987781006,4497948.81087818,1514,LN,72,260,Agricultores (Camino de Los Toros),618,7212,7210,693
-664100.401469542,4497793.75063961,1442,12,12,261,Camino de Los Toros (Mar Adriático),618,1212,1210,694
-664100.401469542,4497793.75063961,3286,C6A,108,261,Camino de Los Toros (Mar Adriático),618,10812,10810,695
-663862.756631729,4497615.70153315,1778,12,12,262,Cortijo Las Casillas (Mar Mediterraneo),618,1212,1210,696
-664204.334600427,4497355.31684823,2157,12,12,263,Avenida Pino Montano (Ronda Norte),618,1212,1210,697
-664204.334600427,4497355.31684823,4963,16,16,263,Avenida Pino Montano (Ronda Norte),618,1612,1610,698
-664456.68295073,4497028.64210971,2497,12,12,264,Avenida Pino Montano (San Diego),618,1212,1210,699
-664666.513211144,4496704.11604801,2804,12,12,265,Avenida Pino Montano (Sebastián Llano),618,1212,1210,700
-664811.053510407,4496436.80393906,3058,12,12,266,Avda. Pino Montano (Sta. Justa y Rufina),618,1212,1210,701
-664811.053510407,4496436.80393906,6434,16,16,266,Avda. Pino Montano (Sta. Justa y Rufina),618,1612,1610,702
-666164.254320289,4496693.95807002,1182,14,14,267,Manuel Blasco Garzón,618,1412,1410,703
-665096.471497313,4495894.71587297,3544,12,12,268,Avenida Pino Montano (Ronda de Pío XII),618,1212,1210,704
-665096.471497313,4495894.71587297,6920,16,16,268,Avenida Pino Montano (Ronda de Pío XII),618,1612,1610,705
-664913.765767041,4496241.13578626,3233,12,12,269,Avda. Pino Montano (San Felipe Neri),618,1212,1210,706
-664686.8433339,4496391.36155208,2625,12,12,270,Alcalde Manuel del Valle (San Diego),618,1211,1210,707
